Name,Value,Start,Size,Type,Color,Comment
y,0.4698017,3404h,4h,float,Fg: Bg:0x400040,
z,0.0573366,3408h,4h,float,Fg: Bg:0x400040,
w,1,340Ch,4h,float,Fg: Bg:0x400040,
AABBs[75],,3410h,20h,struct FmdlAABB,Fg: Bg:0x400040,
Min,"(0.0658499, 0.51308, 0.102913, 1)",3410h,10h,struct Vector4,Fg: Bg:0x400040,
x,0.0658499,3410h,4h,float,Fg: Bg:0x400040,
y,0.5130799,3414h,4h,float,Fg: Bg:0x400040,
z,0.1029133,3418h,4h,float,Fg: Bg:0x400040,
w,1,341Ch,4h,float,Fg: Bg:0x400040,
Max,"(-0.0660032, 0.433068, 0.0050759, 1)",3420h,10h,struct Vector4,Fg: Bg:0x400040,
x,-0.0660032,3420h,4h,float,Fg: Bg:0x400040,
y,0.4330684,3424h,4h,float,Fg: Bg:0x400040,
z,0.0050759,3428h,4h,float,Fg: Bg:0x400040,
w,1,342Ch,4h,float,Fg: Bg:0x400040,
AABBs[76],,3430h,20h,struct FmdlAABB,Fg: Bg:0x400040,
Min,"(0.0484223, 0.531644, 0.127131, 1)",3430h,10h,struct Vector4,Fg: Bg:0x400040,
x,0.0484223,3430h,4h,float,Fg: Bg:0x400040,
y,0.5316443,3434h,4h,float,Fg: Bg:0x400040,
z,0.1271309,3438h,4h,float,Fg: Bg:0x400040,
w,1,343Ch,4h,float,Fg: Bg:0x400040,
Max,"(-8e-07, 0.459112, 0.0565398, 1)",3440h,10h,struct Vector4,Fg: Bg:0x400040,
x,-8e-07,3440h,4h,float,Fg: Bg:0x400040,
y,0.4591124,3444h,4h,float,Fg: Bg:0x400040,
z,0.0565398,3448h,4h,float,Fg: Bg:0x400040,
w,1,344Ch,4h,float,Fg: Bg:0x400040,
AABBs[77],,3450h,20h,struct FmdlAABB,Fg: Bg:0x400040,
Min,"(-8e-07, 0.53736, 0.127134, 1)",3450h,10h,struct Vector4,Fg: Bg:0x400040,
x,-8e-07,3450h,4h,float,Fg: Bg:0x400040,
y,0.53736,3454h,4h,float,Fg: Bg:0x400040,
z,0.1271344,3458h,4h,float,Fg: Bg:0x400040,
w,1,345Ch,4h,float,Fg: Bg:0x400040,
Max,"(-0.0484181, 0.459116, 0.0565398, 1)",3460h,10h,struct Vector4,Fg: Bg:0x400040,
x,-0.0484181,3460h,4h,float,Fg: Bg:0x400040,
y,0.4591155,3464h,4h,float,Fg: Bg:0x400040,
z,0.0565398,3468h,4h,float,Fg: Bg:0x400040,
w,1,346Ch,4h,float,Fg: Bg:0x400040,
AABBs[78],,3470h,20h,struct FmdlAABB,Fg: Bg:0x400040,
Min,"(0.0681822, 0.553993, 0.101363, 1)",3470h,10h,struct Vector4,Fg: Bg:0x400040,
x,0.0681822,3470h,4h,float,Fg: Bg:0x400040,
y,0.5539932,3474h,4h,float,Fg: Bg:0x400040,
z,0.1013627,3478h,4h,float,Fg: Bg:0x400040,
w,1,347Ch,4h,float,Fg: Bg:0x400040,
Max,"(-0.0815651, 0.464345, -0.0083761, 1)",3480h,10h,struct Vector4,Fg: Bg:0x400040,
x,-0.0815651,3480h,4h,float,Fg: Bg:0x400040,
y,0.4643451,3484h,4h,float,Fg: Bg:0x400040,
z,-0.0083761,3488h,4h,float,Fg: Bg:0x400040,
w,1,348Ch,4h,float,Fg: Bg:0x400040,
AABBs[79],,3490h,20h,struct FmdlAABB,Fg: Bg:0x400040,
Min,"(0.0814334, 0.554048, 0.101355, 1)",3490h,10h,struct Vector4,Fg: Bg:0x400040,
x,0.0814334,3490h,4h,float,Fg: Bg:0x400040,
y,0.5540481,3494h,4h,float,Fg: Bg:0x400040,
z,0.1013554,3498h,4h,float,Fg: Bg:0x400040,
w,1,349Ch,4h,float,Fg: Bg:0x400040,
Max,"(-0.0681822, 0.464345, -0.0083761, 1)",34A0h,10h,struct Vector4,Fg: Bg:0x400040,
x,-0.0681822,34A0h,4h,float,Fg: Bg:0x400040,
y,0.4643451,34A4h,4h,float,Fg: Bg:0x400040,
z,-0.0083761,34A8h,4h,float,Fg: Bg:0x400040,
w,1,34ACh,4h,float,Fg: Bg:0x400040,
AABBs[80],,34B0h,20h,struct FmdlAABB,Fg: Bg:0x400040,
Min,"(0.0229988, 0.53952, 0.13274, 1)",34B0h,10h,struct Vector4,Fg: Bg:0x400040,
x,0.0229988,34B0h,4h,float,Fg: Bg:0x400040,
y,0.5395203,34B4h,4h,float,Fg: Bg:0x400040,
z,0.1327399,34B8h,4h,float,Fg: Bg:0x400040,
w,1,34BCh,4h,float,Fg: Bg:0x400040,
Max,"(-0.0229965, 0.494536, 0.101212, 1)",34C0h,10h,struct Vector4,Fg: Bg:0x400040,
x,-0.0229965,34C0h,4h,float,Fg: Bg:0x400040,
y,0.4945365,34C4h,4h,float,Fg: Bg:0x400040,
z,0.1012124,34C8h,4h,float,Fg: Bg:0x400040,
w,1,34CCh,4h,float,Fg: Bg:0x400040,
AABBs[81],,34D0h,20h,struct FmdlAABB,Fg: Bg:0x400040,
Min,"(0.0599416, 0.617131, 0.117621, 1)",34D0h,10h,struct Vector4,Fg: Bg:0x400040,
x,0.0599416,34D0h,4h,float,Fg: Bg:0x400040,
y,0.6171311,34D4h,4h,float,Fg: Bg:0x400040,
z,0.1176214,34D8h,4h,float,Fg: Bg:0x400040,
w,1,34DCh,4h,float,Fg: Bg:0x400040,
Max,"(-0.0114488, 0.530754, 0.0706579, 1)",34E0h,10h,struct Vector4,Fg: Bg:0x400040,
x,-0.0114488,34E0h,4h,float,Fg: Bg:0x400040,
y,0.5307537,34E4h,4h,float,Fg: Bg:0x400040,
z,0.0706579,34E8h,4h,float,Fg: Bg:0x400040,
w,1,34ECh,4h,float,Fg: Bg:0x400040,
AABBs[82],,34F0h,20h,struct FmdlAABB,Fg: Bg:0x400040,
Min,"(0.0116104, 0.617134, 0.117669, 1)",34F0h,10h,struct Vector4,Fg: Bg:0x400040,
x,0.0116104,34F0h,4h,float,Fg: Bg:0x400040,
y,0.6171337,34F4h,4h,float,Fg: Bg:0x400040,
z,0.1176689,34F8h,4h,float,Fg: Bg:0x400040,
w,1,34FCh,4h,float,Fg: Bg:0x400040,
Max,"(-0.059894, 0.530756, 0.0706603, 1)",3500h,10h,struct Vector4,Fg: Bg:0x400040,
x,-0.059894,3500h,4h,float,Fg: Bg:0x400040,
y,0.5307564,3504h,4h,float,Fg: Bg:0x400040,
z,0.0706603,3508h,4h,float,Fg: Bg:0x400040,
w,1,350Ch,4h,float,Fg: Bg:0x400040,
AABBs[83],,3510h,20h,struct FmdlAABB,Fg: Bg:0x400040,
Min,"(0.0638677, 0.57608, 0.115426, 1)",3510h,10h,struct Vector4,Fg: Bg:0x400040,
x,0.0638677,3510h,4h,float,Fg: Bg:0x400040,
y,0.5760795,3514h,4h,float,Fg: Bg:0x400040,
z,0.1154261,3518h,4h,float,Fg: Bg:0x400040,
w,1,351Ch,4h,float,Fg: Bg:0x400040,
Max,"(0.0140748, 0.530719, 0.0604812, 1)",3520h,10h,struct Vector4,Fg: Bg:0x400040,
x,0.0140748,3520h,4h,float,Fg: Bg:0x400040,
y,0.530719,3524h,4h,float,Fg: Bg:0x400040,
z,0.0604812,3528h,4h,float,Fg: Bg:0x400040,
w,1,352Ch,4h,float,Fg: Bg:0x400040,
AABBs[84],,3530h,20h,struct FmdlAABB,Fg: Bg:0x400040,
Min,"(-0.0157505, 0.576262, 0.115441, 1)",3530h,10h,struct Vector4,Fg: Bg:0x400040,
x,-0.0157505,3530h,4h,float,Fg: Bg:0x400040,
y,0.576262,3534h,4h,float,Fg: Bg:0x400040,
z,0.1154406,3538h,4h,float,Fg: Bg:0x400040,
w,1,353Ch,4h,float,Fg: Bg:0x400040,
Max,"(-0.0638718, 0.530713, 0.0604897, 1)",3540h,10h,struct Vector4,Fg: Bg:0x400040,
x,-0.0638718,3540h,4h,float,Fg: Bg:0x400040,
y,0.5307128,3544h,4h,float,Fg: Bg:0x400040,
z,0.0604897,3548h,4h,float,Fg: Bg:0x400040,
w,1,354Ch,4h,float,Fg: Bg:0x400040,
AABBs[85],,3550h,20h,struct FmdlAABB,Fg: Bg:0x400040,
Min,"(0.0449257, 0.557583, 0.104259, 1)",3550h,10h,struct Vector4,Fg: Bg:0x400040,
x,0.0449257,3550h,4h,float,Fg: Bg:0x400040,
y,0.5575827,3554h,4h,float,Fg: Bg:0x400040,
z,0.1042591,3558h,4h,float,Fg: Bg:0x400040,
w,1,355Ch,4h,float,Fg: Bg:0x400040,
Max,"(0.0115083, 0.523996, 0.0788697, 1)",3560h,10h,struct Vector4,Fg: Bg:0x400040,
x,0.0115083,3560h,4h,float,Fg: Bg:0x400040,
y,0.5239961,3564h,4h,float,Fg: Bg:0x400040,
z,0.0788697,3568h,4h,float,Fg: Bg:0x400040,
w,1,356Ch,4h,float,Fg: Bg:0x400040,
AABBs[86],,3570h,20h,struct FmdlAABB,Fg: Bg:0x400040,
Min,"(-0.0110743, 0.557583, 0.104259, 1)",3570h,10h,struct Vector4,Fg: Bg:0x400040,
x,-0.0110743,3570h,4h,float,Fg: Bg:0x400040,
y,0.5575827,3574h,4h,float,Fg: Bg:0x400040,
z,0.1042591,3578h,4h,float,Fg: Bg:0x400040,
w,1,357Ch,4h,float,Fg: Bg:0x400040,
Max,"(-0.0444917, 0.523996, 0.0788697, 1)",3580h,10h,struct Vector4,Fg: Bg:0x400040,
x,-0.0444917,3580h,4h,float,Fg: Bg:0x400040,
y,0.5239961,3584h,4h,float,Fg: Bg:0x400040,
z,0.0788697,3588h,4h,float,Fg: Bg:0x400040,
w,1,358Ch,4h,float,Fg: Bg:0x400040,
AABBs[87],,3590h,20h,struct FmdlAABB,Fg: Bg:0x400040,
Min,"(0.0565214, 0.549565, 0.111674, 1)",3590h,10h,struct Vector4,Fg: Bg:0x400040,
x,0.0565214,3590h,4h,float,Fg: Bg:0x400040,
y,0.549565,3594h,4h,float,Fg: Bg:0x400040,
z,0.1116742,3598h,4h,float,Fg: Bg:0x400040,
w,1,359Ch,4h,float,Fg: Bg:0x400040,
Max,"(0.0126333, 0.52588, 0.0801716, 1)",35A0h,10h,struct Vector4,Fg: Bg:0x400040,
x,0.0126333,35A0h,4h,float,Fg: Bg:0x400040,
y,0.5258803,35A4h,4h,float,Fg: Bg:0x400040,
z,0.08017161,35A8h,4h,float,Fg: Bg:0x400040,
w,1,35ACh,4h,float,Fg: Bg:0x400040,
AABBs[88],,35B0h,20h,struct FmdlAABB,Fg: Bg:0x400040,
Min,"(-0.0142875, 0.549565, 0.111674, 1)",35B0h,10h,struct Vector4,Fg: Bg:0x400040,
x,-0.0142875,35B0h,4h,float,Fg: Bg:0x400040,
y,0.549565,35B4h,4h,float,Fg: Bg:0x400040,
z,0.1116742,35B8h,4h,float,Fg: Bg:0x400040,
w,1,35BCh,4h,float,Fg: Bg:0x400040,
Max,"(-0.0565214, 0.52588, 0.080537, 1)",35C0h,10h,struct Vector4,Fg: Bg:0x400040,
x,-0.0565214,35C0h,4h,float,Fg: Bg:0x400040,
y,0.5258803,35C4h,4h,float,Fg: Bg:0x400040,
z,0.080537,35C8h,4h,float,Fg: Bg:0x400040,
w,1,35CCh,4h,float,Fg: Bg:0x400040,
AABBs[89],,35D0h,20h,struct FmdlAABB,Fg: Bg:0x400040,
Min,"(0.053325, 0.543934, 0.106417, 1)",35D0h,10h,struct Vector4,Fg: Bg:0x400040,
x,0.053325,35D0h,4h,float,Fg: Bg:0x400040,
y,0.5439342,35D4h,4h,float,Fg: Bg:0x400040,
z,0.106417,35D8h,4h,float,Fg: Bg:0x400040,
w,1,35DCh,4h,float,Fg: Bg:0x400040,
Max,"(0.0133214, 0.525866, 0.0852848, 1)",35E0h,10h,struct Vector4,Fg: Bg:0x400040,
x,0.0133214,35E0h,4h,float,Fg: Bg:0x400040,
y,0.5258662,35E4h,4h,float,Fg: Bg:0x400040,
z,0.0852848,35E8h,4h,float,Fg: Bg:0x400040,
w,1,35ECh,4h,float,Fg: Bg:0x400040,
AABBs[90],,35F0h,20h,struct FmdlAABB,Fg: Bg:0x400040,
Min,"(-0.0143226, 0.543851, 0.106417, 1)",35F0h,10h,struct Vector4,Fg: Bg:0x400040,
x,-0.0143226,35F0h,4h,float,Fg: Bg:0x400040,
y,0.5438515,35F4h,4h,float,Fg: Bg:0x400040,
z,0.106417,35F8h,4h,float,Fg: Bg:0x400040,
w,1,35FCh,4h,float,Fg: Bg:0x400040,
Max,"(-0.0534144, 0.525868, 0.0853451, 1)",3600h,10h,struct Vector4,Fg: Bg:0x400040,
x,-0.0534144,3600h,4h,float,Fg: Bg:0x400040,
y,0.5258676,3604h,4h,float,Fg: Bg:0x400040,
z,0.0853451,3608h,4h,float,Fg: Bg:0x400040,
w,1,360Ch,4h,float,Fg: Bg:0x400040,
AABBs[91],,3610h,20h,struct FmdlAABB,Fg: Bg:0x400040,
Min,"(0.0666511, 0.586369, 0.11257, 1)",3610h,10h,struct Vector4,Fg: Bg:0x400040,
x,0.0666511,3610h,4h,float,Fg: Bg:0x400040,
y,0.5863685,3614h,4h,float,Fg: Bg:0x400040,
z,0.1125698,3618h,4h,float,Fg: Bg:0x400040,
w,1,361Ch,4h,float,Fg: Bg:0x400040,
Max,"(0.0080836, 0.490089, 0.0480786, 1)",3620h,10h,struct Vector4,Fg: Bg:0x400040,
x,0.0080836,3620h,4h,float,Fg: Bg:0x400040,
y,0.4900888,3624h,4h,float,Fg: Bg:0x400040,
z,0.0480786,3628h,4h,float,Fg: Bg:0x400040,
w,1,362Ch,4h,float,Fg: Bg:0x400040,
AABBs[92],,3630h,20h,struct FmdlAABB,Fg: Bg:0x400040,
Min,"(-0.0082044, 0.58649, 0.112586, 1)",3630h,10h,struct Vector4,Fg: Bg:0x400040,
x,-0.0082044,3630h,4h,float,Fg: Bg:0x400040,
y,0.5864898,3634h,4h,float,Fg: Bg:0x400040,
z,0.1125864,3638h,4h,float,Fg: Bg:0x400040,
w,1,363Ch,4h,float,Fg: Bg:0x400040,
Max,"(-0.0666511, 0.490089, 0.0480786, 1)",3640h,10h,struct Vector4,Fg: Bg:0x400040,
x,-0.0666511,3640h,4h,float,Fg: Bg:0x400040,
y,0.4900888,3644h,4h,float,Fg: Bg:0x400040,
z,0.0480786,3648h,4h,float,Fg: Bg:0x400040,
w,1,364Ch,4h,float,Fg: Bg:0x400040,
AABBs[93],,3650h,20h,struct FmdlAABB,Fg: Bg:0x400040,
Min,"(0.233391, 0.412343, 0.114804, 1)",3650h,10h,struct Vector4,Fg: Bg:0x400040,
x,0.2333906,3650h,4h,float,Fg: Bg:0x400040,
y,0.4123426,3654h,4h,float,Fg: Bg:0x400040,
z,0.1148036,3658h,4h,float,Fg: Bg:0x400040,
w,1,365Ch,4h,float,Fg: Bg:0x400040,
Max,"(-0.0198809, 0.0768284, -0.0933129, 1)",3660h,10h,struct Vector4,Fg: Bg:0x400040,
x,-0.0198809,3660h,4h,float,Fg: Bg:0x400040,
y,0.07682838,3664h,4h,float,Fg: Bg:0x400040,
z,-0.0933129,3668h,4h,float,Fg: Bg:0x400040,
w,1,366Ch,4h,float,Fg: Bg:0x400040,
AABBs[94],,3670h,20h,struct FmdlAABB,Fg: Bg:0x400040,
Min,"(0.322131, 0.408879, 0.0706428, 1)",3670h,10h,struct Vector4,Fg: Bg:0x400040,
x,0.3221308,3670h,4h,float,Fg: Bg:0x400040,
y,0.4088787,3674h,4h,float,Fg: Bg:0x400040,
z,0.0706428,3678h,4h,float,Fg: Bg:0x400040,
w,1,367Ch,4h,float,Fg: Bg:0x400040,
Max,"(0.0247821, 0.192051, -0.0933129, 1)",3680h,10h,struct Vector4,Fg: Bg:0x400040,
x,0.0247821,3680h,4h,float,Fg: Bg:0x400040,
y,0.1920506,3684h,4h,float,Fg: Bg:0x400040,
z,-0.0933129,3688h,4h,float,Fg: Bg:0x400040,
w,1,368Ch,4h,float,Fg: Bg:0x400040,
AABBs[95],,3690h,20h,struct FmdlAABB,Fg: Bg:0x400040,
Min,"(0.39267, 0.412343, 0.0305466, 1)",3690h,10h,struct Vector4,Fg: Bg:0x400040,
x,0.3926703,3690h,4h,float,Fg: Bg:0x400040,
y,0.4123426,3694h,4h,float,Fg: Bg:0x400040,
z,0.0305466,3698h,4h,float,Fg: Bg:0x400040,
w,1,369Ch,4h,float,Fg: Bg:0x400040,
Max,"(0.0822787, 0.281852, -0.0816468, 1)",36A0h,10h,struct Vector4,Fg: Bg:0x400040,
x,0.0822787,36A0h,4h,float,Fg: Bg:0x400040,
y,0.2818515,36A4h,4h,float,Fg: Bg:0x400040,
z,-0.0816468,36A8h,4h,float,Fg: Bg:0x400040,
w,1,36ACh,4h,float,Fg: Bg:0x400040,
AABBs[96],,36B0h,20h,struct FmdlAABB,Fg: Bg:0x400040,
Min,"(0.465716, 0.389576, 0.0041107, 1)",36B0h,10h,struct Vector4,Fg: Bg:0x400040,
x,0.4657162,36B0h,4h,float,Fg: Bg:0x400040,
y,0.3895759,36B4h,4h,float,Fg: Bg:0x400040,
z,0.0041107,36B8h,4h,float,Fg: Bg:0x400040,
w,1,36BCh,4h,float,Fg: Bg:0x400040,
Max,"(0.2735, 0.320244, -0.060781, 1)",36C0h,10h,struct Vector4,Fg: Bg:0x400040,
x,0.2735,36C0h,4h,float,Fg: Bg:0x400040,
y,0.3202444,36C4h,4h,float,Fg: Bg:0x400040,
z,-0.060781,36C8h,4h,float,Fg: Bg:0x400040,
w,1,36CCh,4h,float,Fg: Bg:0x400040,
AABBs[97],,36D0h,20h,struct FmdlAABB,Fg: Bg:0x400040,
Min,"(0.597657, 0.390078, -0.0035603, 1)",36D0h,10h,struct Vector4,Fg: Bg:0x400040,
x,0.5976566,36D0h,4h,float,Fg: Bg:0x400040,
y,0.3900781,36D4h,4h,float,Fg: Bg:0x400040,
z,-0.0035603,36D8h,4h,float,Fg: Bg:0x400040,
w,1,36DCh,4h,float,Fg: Bg:0x400040,
Max,"(0.392315, 0.320244, -0.0640509, 1)",36E0h,10h,struct Vector4,Fg: Bg:0x400040,
x,0.3923149,36E0h,4h,float,Fg: Bg:0x400040,
y,0.3202444,36E4h,4h,float,Fg: Bg:0x400040,
z,-0.06405091,36E8h,4h,float,Fg: Bg:0x400040,
w,1,36ECh,4h,float,Fg: Bg:0x400040,
AABBs[98],,36F0h,20h,struct FmdlAABB,Fg: Bg:0x400040,
Min,"(0.641255, 0.388518, 0.0054747, 1)",36F0h,10h,struct Vector4,Fg: Bg:0x400040,
x,0.641255,36F0h,4h,float,Fg: Bg:0x400040,
y,0.3885183,36F4h,4h,float,Fg: Bg:0x400040,
z,0.0054747,36F8h,4h,float,Fg: Bg:0x400040,
w,1,36FCh,4h,float,Fg: Bg:0x400040,
Max,"(0.459363, 0.325466, -0.0640509, 1)",3700h,10h,struct Vector4,Fg: Bg:0x400040,
x,0.4593631,3700h,4h,float,Fg: Bg:0x400040,
y,0.325466,3704h,4h,float,Fg: Bg:0x400040,
z,-0.06405091,3708h,4h,float,Fg: Bg:0x400040,
w,1,370Ch,4h,float,Fg: Bg:0x400040,
AABBs[99],,3710h,20h,struct FmdlAABB,Fg: Bg:0x400040,
Min,"(0.659094, 0.380428, 0.0080622, 1)",3710h,10h,struct Vector4,Fg: Bg:0x400040,
x,0.6590944,3710h,4h,float,Fg: Bg:0x400040,
y,0.380428,3714h,4h,float,Fg: Bg:0x400040,
z,0.008062201,3718h,4h,float,Fg: Bg:0x400040,
w,1,371Ch,4h,float,Fg: Bg:0x400040,
Max,"(0.605498, 0.336021, -0.0578485, 1)",3720h,10h,struct Vector4,Fg: Bg:0x400040,
x,0.6054985,3720h,4h,float,Fg: Bg:0x400040,
y,0.336021,3724h,4h,float,Fg: Bg:0x400040,
z,-0.0578485,3728h,4h,float,Fg: Bg:0x400040,
w,1,372Ch,4h,float,Fg: Bg:0x400040,
AABBs[100],,3730h,20h,struct FmdlAABB,Fg: Bg:0x400040,
Min,"(0.0345051, 0.412376, 0.115297, 1)",3730h,10h,struct Vector4,Fg: Bg:0x400040,
x,0.0345051,3730h,4h,float,Fg: Bg:0x400040,
y,0.4123759,3734h,4h,float,Fg: Bg:0x400040,
z,0.115297,3738h,4h,float,Fg: Bg:0x400040,
w,1,373Ch,4h,float,Fg: Bg:0x400040,
Max,"(-0.233391, 0.0768285, -0.0933129, 1)",3740h,10h,struct Vector4,Fg: Bg:0x400040,
x,-0.2333906,3740h,4h,float,Fg: Bg:0x400040,
y,0.07682848,3744h,4h,float,Fg: Bg:0x400040,
z,-0.0933129,3748h,4h,float,Fg: Bg:0x400040,
w,1,374Ch,4h,float,Fg: Bg:0x400040,
AABBs[101],,3750h,20h,struct FmdlAABB,Fg: Bg:0x400040,
Min,"(-0.0247821, 0.407838, 0.0633562, 1)",3750h,10h,struct Vector4,Fg: Bg:0x400040,
x,-0.0247821,3750h,4h,float,Fg: Bg:0x400040,
y,0.4078383,3754h,4h,float,Fg: Bg:0x400040,
z,0.06335621,3758h,4h,float,Fg: Bg:0x400040,
w,1,375Ch,4h,float,Fg: Bg:0x400040,
Max,"(-0.322131, 0.173269, -0.0933129, 1)",3760h,10h,struct Vector4,Fg: Bg:0x400040,
x,-0.3221308,3760h,4h,float,Fg: Bg:0x400040,
y,0.1732686,3764h,4h,float,Fg: Bg:0x400040,
z,-0.0933129,3768h,4h,float,Fg: Bg:0x400040,
w,1,376Ch,4h,float,Fg: Bg:0x400040,
AABBs[102],,3770h,20h,struct FmdlAABB,Fg: Bg:0x400040,
Min,"(-0.0822787, 0.412376, 0.0305466, 1)",3770h,10h,struct Vector4,Fg: Bg:0x400040,
x,-0.0822787,3770h,4h,float,Fg: Bg:0x400040,
y,0.4123759,3774h,4h,float,Fg: Bg:0x400040,
z,0.0305466,3778h,4h,float,Fg: Bg:0x400040,
w,1,377Ch,4h,float,Fg: Bg:0x400040,
Max,"(-0.39267, 0.281849, -0.081647, 1)",3780h,10h,struct Vector4,Fg: Bg:0x400040,
x,-0.3926703,3780h,4h,float,Fg: Bg:0x400040,
y,0.2818487,3784h,4h,float,Fg: Bg:0x400040,
z,-0.081647,3788h,4h,float,Fg: Bg:0x400040,
w,1,378Ch,4h,float,Fg: Bg:0x400040,
AABBs[103],,3790h,20h,struct FmdlAABB,Fg: Bg:0x400040,
Min,"(-0.2735, 0.389576, 0.0041107, 1)",3790h,10h,struct Vector4,Fg: Bg:0x400040,
x,-0.2735,3790h,4h,float,Fg: Bg:0x400040,
y,0.3895759,3794h,4h,float,Fg: Bg:0x400040,
z,0.0041107,3798h,4h,float,Fg: Bg:0x400040,
w,1,379Ch,4h,float,Fg: Bg:0x400040,
Max,"(-0.465716, 0.320244, -0.060781, 1)",37A0h,10h,struct Vector4,Fg: Bg:0x400040,
x,-0.4657162,37A0h,4h,float,Fg: Bg:0x400040,
y,0.3202444,37A4h,4h,float,Fg: Bg:0x400040,
z,-0.060781,37A8h,4h,float,Fg: Bg:0x400040,
w,1,37ACh,4h,float,Fg: Bg:0x400040,
AABBs[104],,37B0h,20h,struct FmdlAABB,Fg: Bg:0x400040,
Min,"(-0.392315, 0.390078, -0.0035603, 1)",37B0h,10h,struct Vector4,Fg: Bg:0x400040,
x,-0.3923149,37B0h,4h,float,Fg: Bg:0x400040,
y,0.3900781,37B4h,4h,float,Fg: Bg:0x400040,
z,-0.0035603,37B8h,4h,float,Fg: Bg:0x400040,
w,1,37BCh,4h,float,Fg: Bg:0x400040,
Max,"(-0.597657, 0.320244, -0.0640509, 1)",37C0h,10h,struct Vector4,Fg: Bg:0x400040,
x,-0.5976566,37C0h,4h,float,Fg: Bg:0x400040,
y,0.3202444,37C4h,4h,float,Fg: Bg:0x400040,
z,-0.06405091,37C8h,4h,float,Fg: Bg:0x400040,
w,1,37CCh,4h,float,Fg: Bg:0x400040,
AABBs[105],,37D0h,20h,struct FmdlAABB,Fg: Bg:0x400040,
Min,"(-0.459363, 0.388518, 0.0054747, 1)",37D0h,10h,struct Vector4,Fg: Bg:0x400040,
x,-0.4593631,37D0h,4h,float,Fg: Bg:0x400040,
y,0.3885183,37D4h,4h,float,Fg: Bg:0x400040,
z,0.0054747,37D8h,4h,float,Fg: Bg:0x400040,
w,1,37DCh,4h,float,Fg: Bg:0x400040,
Max,"(-0.641255, 0.325466, -0.0640509, 1)",37E0h,10h,struct Vector4,Fg: Bg:0x400040,
x,-0.641255,37E0h,4h,float,Fg: Bg:0x400040,
y,0.325466,37E4h,4h,float,Fg: Bg:0x400040,
z,-0.06405091,37E8h,4h,float,Fg: Bg:0x400040,
w,1,37ECh,4h,float,Fg: Bg:0x400040,
AABBs[106],,37F0h,20h,struct FmdlAABB,Fg: Bg:0x400040,
Min,"(-0.605498, 0.380428, 0.0080622, 1)",37F0h,10h,struct Vector4,Fg: Bg:0x400040,
x,-0.6054985,37F0h,4h,float,Fg: Bg:0x400040,
y,0.380428,37F4h,4h,float,Fg: Bg:0x400040,
z,0.008062201,37F8h,4h,float,Fg: Bg:0x400040,
w,1,37FCh,4h,float,Fg: Bg:0x400040,
Max,"(-0.659094, 0.336021, -0.0578485, 1)",3800h,10h,struct Vector4,Fg: Bg:0x400040,
x,-0.6590944,3800h,4h,float,Fg: Bg:0x400040,
y,0.336021,3804h,4h,float,Fg: Bg:0x400040,
z,-0.0578485,3808h,4h,float,Fg: Bg:0x400040,
w,1,380Ch,4h,float,Fg: Bg:0x400040,
AABBs[107],,3810h,20h,struct FmdlAABB,Fg: Bg:0x400040,
Min,"(0.172382, 0.0531252, 0.0966205, 1)",3810h,10h,struct Vector4,Fg: Bg:0x400040,
x,0.1723819,3810h,4h,float,Fg: Bg:0x400040,
y,0.05312519,3814h,4h,float,Fg: Bg:0x400040,
z,0.0966205,3818h,4h,float,Fg: Bg:0x400040,
w,1,381Ch,4h,float,Fg: Bg:0x400040,
Max,"(-0.0146595, -0.353415, -0.113882, 1)",3820h,10h,struct Vector4,Fg: Bg:0x400040,
x,-0.0146595,3820h,4h,float,Fg: Bg:0x400040,
y,-0.3534148,3824h,4h,float,Fg: Bg:0x400040,
z,-0.1138817,3828h,4h,float,Fg: Bg:0x400040,
w,1,382Ch,4h,float,Fg: Bg:0x400040,
AABBs[108],,3830h,20h,struct FmdlAABB,Fg: Bg:0x400040,
Min,"(0.172382, -0.0236931, 0.0909353, 1)",3830h,10h,struct Vector4,Fg: Bg:0x400040,
x,0.1723819,3830h,4h,float,Fg: Bg:0x400040,
y,-0.02369308,3834h,4h,float,Fg: Bg:0x400040,
z,0.0909353,3838h,4h,float,Fg: Bg:0x400040,
w,1,383Ch,4h,float,Fg: Bg:0x400040,
Max,"(0, -0.493082, -0.113882, 1)",3840h,10h,struct Vector4,Fg: Bg:0x400040,
x,0,3840h,4h,float,Fg: Bg:0x400040,
y,-0.4930815,3844h,4h,float,Fg: Bg:0x400040,
z,-0.1138817,3848h,4h,float,Fg: Bg:0x400040,
w,1,384Ch,4h,float,Fg: Bg:0x400040,
AABBs[109],,3850h,20h,struct FmdlAABB,Fg: Bg:0x400040,
Min,"(0.157532, -0.304852, 0.0845939, 1)",3850h,10h,struct Vector4,Fg: Bg:0x400040,
x,0.157532,3850h,4h,float,Fg: Bg:0x400040,
y,-0.3048525,3854h,4h,float,Fg: Bg:0x400040,
z,0.0845939,3858h,4h,float,Fg: Bg:0x400040,
w,1,385Ch,4h,float,Fg: Bg:0x400040,
Max,"(0.0219608, -0.540632, -0.068242, 1)",3860h,10h,struct Vector4,Fg: Bg:0x400040,
x,0.0219608,3860h,4h,float,Fg: Bg:0x400040,
y,-0.5406323,3864h,4h,float,Fg: Bg:0x400040,
z,-0.06824201,3868h,4h,float,Fg: Bg:0x400040,
w,1,386Ch,4h,float,Fg: Bg:0x400040,
